"","from","to","source","database"
"9915","GRP","CHRM3","ppi_lr_go","ppi_prediction_go"
"9916","GRP","TBXA2R","ppi_lr_go","ppi_prediction_go"
"9917","GRP","ADRA1D","ppi_lr_go","ppi_prediction_go"
"9918","GRP","PTAFR","ppi_lr_go","ppi_prediction_go"
"9919","GRP","PTGER1","ppi_lr_go","ppi_prediction_go"
"9920","GRP","ADRA1A","ppi_lr_go","ppi_prediction_go"
"9921","GRP","ADRA1B","ppi_lr_go","ppi_prediction_go"
"9922","GRP","CASR","ppi_lr_go","ppi_prediction_go"
"9923","GRP","P2RY2","ppi_lr_go","ppi_prediction_go"
"9924","GRP","GRM5","ppi_lr_go","ppi_prediction_go"
"9925","GRP","PTGFR","ppi_lr_go","ppi_prediction_go"
"9926","GRP","LPAR6","ppi_lr_go","ppi_prediction_go"
"9927","GRP","GPR4","ppi_lr_go","ppi_prediction_go"
"9928","GRP","P2RY1","ppi_lr_go","ppi_prediction_go"
"9929","GRP","GRM1","ppi_lr_go","ppi_prediction_go"
"9930","GRP","GPR17","ppi_lr_go","ppi_prediction_go"
"9931","GRP","P2RY6","ppi_lr_go","ppi_prediction_go"
"9932","GRP","LTB4R","ppi_lr_go","ppi_prediction_go"
"9933","GRP","GPR68","ppi_lr_go","ppi_prediction_go"
"9934","GRP","GPRC6A","ppi_lr_go","ppi_prediction_go"
"9935","GRP","GPR65","ppi_lr_go","ppi_prediction_go"
"9936","GRP","LPAR5","ppi_lr_go","ppi_prediction_go"
"9937","GRP","LTB4R2","ppi_lr_go","ppi_prediction_go"
"9938","GRP","CYSLTR2","ppi_lr_go","ppi_prediction_go"
"9939","GRP","LPAR3","ppi_lr_go","ppi_prediction_go"
"9940","GRP","OPN4","ppi_lr_go","ppi_prediction_go"
"9941","GRP","GPR132","ppi_lr_go","ppi_prediction_go"
"9942","GRP","CYSLTR1","ppi_lr_go","ppi_prediction_go"
"9943","FGF4","FGFRL1","ppi_lr_go","ppi_prediction_go"
"9944","NMB","CHRM1","ppi_lr_go","ppi_prediction_go"
"9945","NMB","CHRM3","ppi_lr_go","ppi_prediction_go"
"9946","NMB","TBXA2R","ppi_lr_go","ppi_prediction_go"
"9947","NMB","ADRA1D","ppi_lr_go","ppi_prediction_go"
"9948","NMB","PTAFR","ppi_lr_go","ppi_prediction_go"
"9949","NMB","PTGER1","ppi_lr_go","ppi_prediction_go"
"9950","NMB","ADRA1A","ppi_lr_go","ppi_prediction_go"
"9951","NMB","ADRA1B","ppi_lr_go","ppi_prediction_go"
"9952","NMB","CASR","ppi_lr_go","ppi_prediction_go"
"9953","NMB","P2RY2","ppi_lr_go","ppi_prediction_go"
"9954","NMB","GRM5","ppi_lr_go","ppi_prediction_go"
"9955","NMB","PTGFR","ppi_lr_go","ppi_prediction_go"
"9956","NMB","LPAR6","ppi_lr_go","ppi_prediction_go"
"9957","NMB","GPR4","ppi_lr_go","ppi_prediction_go"
"9958","NMB","P2RY1","ppi_lr_go","ppi_prediction_go"
"9959","NMB","DLG4","ppi_lr_go","ppi_prediction_go"
"9960","NMB","GRM1","ppi_lr_go","ppi_prediction_go"
"9961","NMB","GPR17","ppi_lr_go","ppi_prediction_go"
"9962","NMB","P2RY6","ppi_lr_go","ppi_prediction_go"
"9963","NMB","LTB4R","ppi_lr_go","ppi_prediction_go"
"9964","NMB","GPR68","ppi_lr_go","ppi_prediction_go"
"9965","NMB","GPRC6A","ppi_lr_go","ppi_prediction_go"
"9966","NMB","GPR65","ppi_lr_go","ppi_prediction_go"
"9967","NMB","LPAR5","ppi_lr_go","ppi_prediction_go"
"9968","NMB","LTB4R2","ppi_lr_go","ppi_prediction_go"
"9969","NMB","CYSLTR2","ppi_lr_go","ppi_prediction_go"
"9970","NMB","LPAR3","ppi_lr_go","ppi_prediction_go"
"9971","NMB","OPN4","ppi_lr_go","ppi_prediction_go"
"9972","NMB","GPR132","ppi_lr_go","ppi_prediction_go"
"9973","NMB","CYSLTR1","ppi_lr_go","ppi_prediction_go"
"9974","HMGB1","ITGA4","ppi_lr_go","ppi_prediction_go"
"9975","HMGB1","PTPRZ1","ppi_lr_go","ppi_prediction_go"
"9976","HMGB1","LY96","ppi_lr_go","ppi_prediction_go"
"9977","WNT2","ROR2","ppi_lr_go","ppi_prediction_go"
"9978","WNT2","FZD5","ppi_lr_go","ppi_prediction_go"
"9979","WNT2","FZD8","ppi_lr_go","ppi_prediction_go"
"9980","WNT2","FZD3","ppi_lr_go","ppi_prediction_go"
"9981","WNT2","FZD4","ppi_lr_go","ppi_prediction_go"
"9982","GIP","ADRB3","ppi_lr_go","ppi_prediction_go"
"9983","GIP","DRD1","ppi_lr_go","ppi_prediction_go"
"9984","GIP","DRD5","ppi_lr_go","ppi_prediction_go"
"9985","GIP","ADORA2A","ppi_lr_go","ppi_prediction_go"
"9986","GIP","ADORA2B","ppi_lr_go","ppi_prediction_go"
"9987","GIP","PTGER4","ppi_lr_go","ppi_prediction_go"
"9988","GIP","PTGER2","ppi_lr_go","ppi_prediction_go"
"9989","GIP","PTGIR","ppi_lr_go","ppi_prediction_go"
"9990","GIP","GPR15","ppi_lr_go","ppi_prediction_go"
"9991","GIP","PTGDR","ppi_lr_go","ppi_prediction_go"
"9992","GIP","GPR176","ppi_lr_go","ppi_prediction_go"
"9993","GIP","GPR150","ppi_lr_go","ppi_prediction_go"
"9994","GIP","GPBAR1","ppi_lr_go","ppi_prediction_go"
"9995","GIP","TAAR1","ppi_lr_go","ppi_prediction_go"
"9996","GIP","GPR20","ppi_lr_go","ppi_prediction_go"
"9997","GIP","GPR84","ppi_lr_go","ppi_prediction_go"
"9998","GIP","GPR27","ppi_lr_go","ppi_prediction_go"
"9999","GIP","GPR83","ppi_lr_go","ppi_prediction_go"
"10000","GIP","GPR45","ppi_lr_go","ppi_prediction_go"
"10001","SCT","ADRB3","ppi_lr_go","ppi_prediction_go"
"10002","SCT","DRD1","ppi_lr_go","ppi_prediction_go"
"10003","SCT","DRD5","ppi_lr_go","ppi_prediction_go"
"10004","SCT","ADORA2A","ppi_lr_go","ppi_prediction_go"
"10005","SCT","ADORA2B","ppi_lr_go","ppi_prediction_go"
"10006","SCT","PTGER4","ppi_lr_go","ppi_prediction_go"
"10007","SCT","PTGER2","ppi_lr_go","ppi_prediction_go"
"10008","SCT","PTGIR","ppi_lr_go","ppi_prediction_go"
"10009","SCT","GPR15","ppi_lr_go","ppi_prediction_go"
"10010","SCT","PTGDR","ppi_lr_go","ppi_prediction_go"
"10011","SCT","GPR176","ppi_lr_go","ppi_prediction_go"
"10012","SCT","GPR150","ppi_lr_go","ppi_prediction_go"
"10013","SCT","GPBAR1","ppi_lr_go","ppi_prediction_go"
"10014","SCT","TAAR1","ppi_lr_go","ppi_prediction_go"
"10015","SCT","GPR20","ppi_lr_go","ppi_prediction_go"
"10016","SCT","GPR84","ppi_lr_go","ppi_prediction_go"
"10017","SCT","GPR27","ppi_lr_go","ppi_prediction_go"
"10018","SCT","GPR83","ppi_lr_go","ppi_prediction_go"
"10019","SCT","GPR45","ppi_lr_go","ppi_prediction_go"
"10020","SAA1","ADORA3","ppi_lr_go","ppi_prediction_go"
"10021","SAA1","CHRM1","ppi_lr_go","ppi_prediction_go"
"10022","SAA1","DRD2","ppi_lr_go","ppi_prediction_go"
"10023","SAA1","ADRA2B","ppi_lr_go","ppi_prediction_go"
"10024","SAA1","ADRA2C","ppi_lr_go","ppi_prediction_go"
"10025","SAA1","CHRM3","ppi_lr_go","ppi_prediction_go"
"10026","SAA1","S1PR1","ppi_lr_go","ppi_prediction_go"
"10027","SAA1","CNR1","ppi_lr_go","ppi_prediction_go"
"10028","SAA1","TBXA2R","ppi_lr_go","ppi_prediction_go"
"10029","SAA1","DRD4","ppi_lr_go","ppi_prediction_go"
"10030","SAA1","ADRA1D","ppi_lr_go","ppi_prediction_go"
"10031","SAA1","PTAFR","ppi_lr_go","ppi_prediction_go"
"10032","SAA1","ADORA1","ppi_lr_go","ppi_prediction_go"
"10033","SAA1","CNR2","ppi_lr_go","ppi_prediction_go"
"10034","SAA1","PTGER1","ppi_lr_go","ppi_prediction_go"
"10035","SAA1","ADRA1A","ppi_lr_go","ppi_prediction_go"
"10036","SAA1","ADRA1B","ppi_lr_go","ppi_prediction_go"
"10037","SAA1","DRD3","ppi_lr_go","ppi_prediction_go"
"10038","SAA1","CASR","ppi_lr_go","ppi_prediction_go"
"10039","SAA1","P2RY2","ppi_lr_go","ppi_prediction_go"
"10040","SAA1","GRM5","ppi_lr_go","ppi_prediction_go"
"10041","SAA1","PTGFR","ppi_lr_go","ppi_prediction_go"
"10042","SAA1","PTGER3","ppi_lr_go","ppi_prediction_go"
"10043","SAA1","LPAR6","ppi_lr_go","ppi_prediction_go"
"10044","SAA1","GPR4","ppi_lr_go","ppi_prediction_go"
"10045","SAA1","P2RY1","ppi_lr_go","ppi_prediction_go"
"10046","SAA1","HCAR3","ppi_lr_go","ppi_prediction_go"
"10047","SAA1","P2RY4","ppi_lr_go","ppi_prediction_go"
"10048","SAA1","TAS2R38","ppi_lr_go","ppi_prediction_go"
"10049","SAA1","TAS2R39","ppi_lr_go","ppi_prediction_go"
"10050","SAA1","TAS2R40","ppi_lr_go","ppi_prediction_go"
"10051","SAA1","TAS2R41","ppi_lr_go","ppi_prediction_go"
"10052","SAA1","TAS2R31","ppi_lr_go","ppi_prediction_go"
"10053","SAA1","TAS2R46","ppi_lr_go","ppi_prediction_go"
"10054","SAA1","TAS2R60","ppi_lr_go","ppi_prediction_go"
"10055","SAA1","GRM1","ppi_lr_go","ppi_prediction_go"
"10056","SAA1","GPR17","ppi_lr_go","ppi_prediction_go"
"10057","SAA1","GPR18","ppi_lr_go","ppi_prediction_go"
"10058","SAA1","GRM2","ppi_lr_go","ppi_prediction_go"
"10059","SAA1","GRM7","ppi_lr_go","ppi_prediction_go"
"10060","SAA1","GRM3","ppi_lr_go","ppi_prediction_go"
"10061","SAA1","P2RY6","ppi_lr_go","ppi_prediction_go"
"10062","SAA1","AGER","ppi_lr_go","ppi_prediction_go"
"10063","SAA1","LTB4R","ppi_lr_go","ppi_prediction_go"
"10064","SAA1","GPR68","ppi_lr_go","ppi_prediction_go"
"10065","SAA1","GPRC6A","ppi_lr_go","ppi_prediction_go"
"10066","SAA1","GPR65","ppi_lr_go","ppi_prediction_go"
"10067","SAA1","HCAR2","ppi_lr_go","ppi_prediction_go"
"10068","SAA1","OXGR1","ppi_lr_go","ppi_prediction_go"
"10069","SAA1","S1PR3","ppi_lr_go","ppi_prediction_go"
"10070","SAA1","GPER1","ppi_lr_go","ppi_prediction_go"
"10071","SAA1","P2RY13","ppi_lr_go","ppi_prediction_go"
"10072","SAA1","SELENOS","ppi_lr_go","ppi_prediction_go"
"10073","SAA1","SUCNR1","ppi_lr_go","ppi_prediction_go"
"10074","SAA1","HCAR1","ppi_lr_go","ppi_prediction_go"
"10075","SAA1","LPAR5","ppi_lr_go","ppi_prediction_go"
"10076","SAA1","S1PR5","ppi_lr_go","ppi_prediction_go"
"10077","SAA1","P2RY12","ppi_lr_go","ppi_prediction_go"
"10078","SAA1","LTB4R2","ppi_lr_go","ppi_prediction_go"
"10079","SAA1","CYSLTR2","ppi_lr_go","ppi_prediction_go"
"10080","SAA1","TAS2R16","ppi_lr_go","ppi_prediction_go"
"10081","SAA1","TAS2R14","ppi_lr_go","ppi_prediction_go"
"10082","SAA1","TAS2R13","ppi_lr_go","ppi_prediction_go"
"10083","SAA1","TAS2R10","ppi_lr_go","ppi_prediction_go"
"10084","SAA1","TAS2R7","ppi_lr_go","ppi_prediction_go"
"10085","SAA1","TAS2R4","ppi_lr_go","ppi_prediction_go"
"10086","SAA1","TAS2R3","ppi_lr_go","ppi_prediction_go"
"10087","SAA1","TAS2R1","ppi_lr_go","ppi_prediction_go"
"10088","SAA1","GABBR1","ppi_lr_go","ppi_prediction_go"
"10089","SAA1","LPAR3","ppi_lr_go","ppi_prediction_go"
"10090","SAA1","OPN4","ppi_lr_go","ppi_prediction_go"
"10091","SAA1","GPR132","ppi_lr_go","ppi_prediction_go"
"10092","SAA1","CYSLTR1","ppi_lr_go","ppi_prediction_go"
"10093","SAA1","GPR55","ppi_lr_go","ppi_prediction_go"
"10094","PYY","DRD2","ppi_lr_go","ppi_prediction_go"
"10095","PYY","ADRA2B","ppi_lr_go","ppi_prediction_go"
"10096","PYY","ADRA2C","ppi_lr_go","ppi_prediction_go"
"10097","PYY","S1PR1","ppi_lr_go","ppi_prediction_go"
"10098","PYY","CNR1","ppi_lr_go","ppi_prediction_go"
"10099","PYY","DRD4","ppi_lr_go","ppi_prediction_go"
"10100","PYY","ADORA1","ppi_lr_go","ppi_prediction_go"
"10101","PYY","CNR2","ppi_lr_go","ppi_prediction_go"
"10102","PYY","DRD3","ppi_lr_go","ppi_prediction_go"
"10103","PYY","CASR","ppi_lr_go","ppi_prediction_go"
"10104","PYY","PTGER3","ppi_lr_go","ppi_prediction_go"
"10105","PYY","HCAR3","ppi_lr_go","ppi_prediction_go"
"10106","PYY","P2RY4","ppi_lr_go","ppi_prediction_go"
"10107","PYY","TAS2R38","ppi_lr_go","ppi_prediction_go"
"10108","PYY","TAS2R39","ppi_lr_go","ppi_prediction_go"
"10109","PYY","TAS2R40","ppi_lr_go","ppi_prediction_go"
"10110","PYY","TAS2R41","ppi_lr_go","ppi_prediction_go"
"10111","PYY","TAS2R31","ppi_lr_go","ppi_prediction_go"
"10112","PYY","TAS2R46","ppi_lr_go","ppi_prediction_go"
"10113","PYY","TAS2R60","ppi_lr_go","ppi_prediction_go"
"10114","PYY","GPR17","ppi_lr_go","ppi_prediction_go"
"10115","PYY","GPR18","ppi_lr_go","ppi_prediction_go"
"10116","PYY","GRM2","ppi_lr_go","ppi_prediction_go"
"10117","PYY","GRM7","ppi_lr_go","ppi_prediction_go"
"10118","PYY","GRM3","ppi_lr_go","ppi_prediction_go"
"10119","PYY","HCAR2","ppi_lr_go","ppi_prediction_go"
"10120","PYY","OXGR1","ppi_lr_go","ppi_prediction_go"
"10121","PYY","S1PR3","ppi_lr_go","ppi_prediction_go"
"10122","PYY","GPER1","ppi_lr_go","ppi_prediction_go"
"10123","PYY","P2RY13","ppi_lr_go","ppi_prediction_go"
"10124","PYY","SUCNR1","ppi_lr_go","ppi_prediction_go"
"10125","PYY","HCAR1","ppi_lr_go","ppi_prediction_go"
"10126","PYY","LPAR5","ppi_lr_go","ppi_prediction_go"
"10127","PYY","S1PR5","ppi_lr_go","ppi_prediction_go"
"10128","PYY","P2RY12","ppi_lr_go","ppi_prediction_go"
"10129","PYY","TAS2R16","ppi_lr_go","ppi_prediction_go"
"10130","PYY","TAS2R14","ppi_lr_go","ppi_prediction_go"
"10131","PYY","TAS2R13","ppi_lr_go","ppi_prediction_go"
"10132","PYY","TAS2R10","ppi_lr_go","ppi_prediction_go"
"10133","PYY","TAS2R7","ppi_lr_go","ppi_prediction_go"
"10134","PYY","TAS2R4","ppi_lr_go","ppi_prediction_go"
"10135","PYY","TAS2R3","ppi_lr_go","ppi_prediction_go"
"10136","PYY","TAS2R1","ppi_lr_go","ppi_prediction_go"
"10137","PYY","GABBR1","ppi_lr_go","ppi_prediction_go"
"10138","PYY","LPAR3","ppi_lr_go","ppi_prediction_go"
"10139","PYY","GPR55","ppi_lr_go","ppi_prediction_go"
"10140","CALCB","ADRB3","ppi_lr_go","ppi_prediction_go"
"10141","CALCB","DRD1","ppi_lr_go","ppi_prediction_go"
"10142","CALCB","DRD5","ppi_lr_go","ppi_prediction_go"
"10143","CALCB","ADORA2A","ppi_lr_go","ppi_prediction_go"
"10144","CALCB","ADORA2B","ppi_lr_go","ppi_prediction_go"
"10145","CALCB","PTGER4","ppi_lr_go","ppi_prediction_go"
"10146","CALCB","PTGER2","ppi_lr_go","ppi_prediction_go"
"10147","CALCB","PTGIR","ppi_lr_go","ppi_prediction_go"
"10148","CALCB","GPR15","ppi_lr_go","ppi_prediction_go"
"10149","CALCB","PTGDR","ppi_lr_go","ppi_prediction_go"
"10150","CALCB","GPR176","ppi_lr_go","ppi_prediction_go"
"10151","CALCB","GPR150","ppi_lr_go","ppi_prediction_go"
"10152","CALCB","GPBAR1","ppi_lr_go","ppi_prediction_go"
"10153","CALCB","TAAR1","ppi_lr_go","ppi_prediction_go"
"10154","CALCB","GPR20","ppi_lr_go","ppi_prediction_go"
"10155","CALCB","GPR84","ppi_lr_go","ppi_prediction_go"
"10156","CALCB","GPR27","ppi_lr_go","ppi_prediction_go"
"10157","CALCB","GPR83","ppi_lr_go","ppi_prediction_go"
"10158","CALCB","GPR45","ppi_lr_go","ppi_prediction_go"
"10159","MAPT","PTK2B","ppi_lr_go","ppi_prediction_go"
"10160","IAPP","ADRB3","ppi_lr_go","ppi_prediction_go"
"10161","IAPP","DRD1","ppi_lr_go","ppi_prediction_go"
"10162","IAPP","DRD5","ppi_lr_go","ppi_prediction_go"
"10163","IAPP","ADORA2A","ppi_lr_go","ppi_prediction_go"
"10164","IAPP","ADORA2B","ppi_lr_go","ppi_prediction_go"
"10165","IAPP","PTGER4","ppi_lr_go","ppi_prediction_go"
"10166","IAPP","PTGER2","ppi_lr_go","ppi_prediction_go"
"10167","IAPP","PTGIR","ppi_lr_go","ppi_prediction_go"
"10168","IAPP","GPR15","ppi_lr_go","ppi_prediction_go"
"10169","IAPP","PTGDR","ppi_lr_go","ppi_prediction_go"
"10170","IAPP","GPR176","ppi_lr_go","ppi_prediction_go"
"10171","IAPP","GPR150","ppi_lr_go","ppi_prediction_go"
"10172","IAPP","GPBAR1","ppi_lr_go","ppi_prediction_go"
"10173","IAPP","TAAR1","ppi_lr_go","ppi_prediction_go"
"10174","IAPP","GPR20","ppi_lr_go","ppi_prediction_go"
"10175","IAPP","GPR84","ppi_lr_go","ppi_prediction_go"
"10176","IAPP","GPR27","ppi_lr_go","ppi_prediction_go"
"10177","IAPP","GPR83","ppi_lr_go","ppi_prediction_go"
"10178","IAPP","GPR45","ppi_lr_go","ppi_prediction_go"
"10179","FGF3","FGFRL1","ppi_lr_go","ppi_prediction_go"
"10180","PTHLH","ADRB3","ppi_lr_go","ppi_prediction_go"
"10181","PTHLH","DRD1","ppi_lr_go","ppi_prediction_go"
"10182","PTHLH","DRD5","ppi_lr_go","ppi_prediction_go"
"10183","PTHLH","ADORA2A","ppi_lr_go","ppi_prediction_go"
"10184","PTHLH","ADORA2B","ppi_lr_go","ppi_prediction_go"
"10185","PTHLH","PTGER4","ppi_lr_go","ppi_prediction_go"
"10186","PTHLH","PTGER2","ppi_lr_go","ppi_prediction_go"
"10187","PTHLH","PTGIR","ppi_lr_go","ppi_prediction_go"
"10188","PTHLH","GPR15","ppi_lr_go","ppi_prediction_go"
"10189","PTHLH","PTGDR","ppi_lr_go","ppi_prediction_go"
"10190","PTHLH","GPR176","ppi_lr_go","ppi_prediction_go"
"10191","PTHLH","GPR150","ppi_lr_go","ppi_prediction_go"
"10192","PTHLH","GPBAR1","ppi_lr_go","ppi_prediction_go"
"10193","PTHLH","TAAR1","ppi_lr_go","ppi_prediction_go"
"10194","PTHLH","GPR20","ppi_lr_go","ppi_prediction_go"
"10195","PTHLH","GPR84","ppi_lr_go","ppi_prediction_go"
"10196","PTHLH","GPR27","ppi_lr_go","ppi_prediction_go"
"10197","PTHLH","GPR83","ppi_lr_go","ppi_prediction_go"
"10198","PTHLH","GPR45","ppi_lr_go","ppi_prediction_go"
"10199","BMP4","TSKU","ppi_lr_go","ppi_prediction_go"
"10200","CCL5","DRD2","ppi_lr_go","ppi_prediction_go"
"10201","CCL5","ADRA2B","ppi_lr_go","ppi_prediction_go"
"10202","CCL5","ADRA2C","ppi_lr_go","ppi_prediction_go"
"10203","CCL5","S1PR1","ppi_lr_go","ppi_prediction_go"
"10204","CCL5","CNR1","ppi_lr_go","ppi_prediction_go"
"10205","CCL5","DRD4","ppi_lr_go","ppi_prediction_go"
"10206","CCL5","ADORA1","ppi_lr_go","ppi_prediction_go"
"10207","CCL5","CNR2","ppi_lr_go","ppi_prediction_go"
"10208","CCL5","DRD3","ppi_lr_go","ppi_prediction_go"
"10209","CCL5","CASR","ppi_lr_go","ppi_prediction_go"
"10210","CCL5","PTGER3","ppi_lr_go","ppi_prediction_go"
"10211","CCL5","HCAR3","ppi_lr_go","ppi_prediction_go"
"10212","CCL5","P2RY4","ppi_lr_go","ppi_prediction_go"
"10213","CCL5","TAS2R38","ppi_lr_go","ppi_prediction_go"
"10214","CCL5","TAS2R39","ppi_lr_go","ppi_prediction_go"
"10215","CCL5","TAS2R40","ppi_lr_go","ppi_prediction_go"
"10216","CCL5","TAS2R41","ppi_lr_go","ppi_prediction_go"
"10217","CCL5","TAS2R31","ppi_lr_go","ppi_prediction_go"
"10218","CCL5","TAS2R46","ppi_lr_go","ppi_prediction_go"
"10219","CCL5","TAS2R60","ppi_lr_go","ppi_prediction_go"
"10220","CCL5","GPR17","ppi_lr_go","ppi_prediction_go"
"10221","CCL5","GPR18","ppi_lr_go","ppi_prediction_go"
"10222","CCL5","GRM2","ppi_lr_go","ppi_prediction_go"
"10223","CCL5","GRM7","ppi_lr_go","ppi_prediction_go"
"10224","CCL5","GRM3","ppi_lr_go","ppi_prediction_go"
"10225","CCL5","HCAR2","ppi_lr_go","ppi_prediction_go"
"10226","CCL5","OXGR1","ppi_lr_go","ppi_prediction_go"
"10227","CCL5","S1PR3","ppi_lr_go","ppi_prediction_go"
"10228","CCL5","GPER1","ppi_lr_go","ppi_prediction_go"
"10229","CCL5","P2RY13","ppi_lr_go","ppi_prediction_go"
"10230","CCL5","SUCNR1","ppi_lr_go","ppi_prediction_go"
"10231","CCL5","HCAR1","ppi_lr_go","ppi_prediction_go"
"10232","CCL5","LPAR5","ppi_lr_go","ppi_prediction_go"
"10233","CCL5","S1PR5","ppi_lr_go","ppi_prediction_go"
"10234","CCL5","P2RY12","ppi_lr_go","ppi_prediction_go"
"10235","CCL5","TAS2R16","ppi_lr_go","ppi_prediction_go"
"10236","CCL5","TAS2R14","ppi_lr_go","ppi_prediction_go"
"10237","CCL5","TAS2R13","ppi_lr_go","ppi_prediction_go"
"10238","CCL5","TAS2R10","ppi_lr_go","ppi_prediction_go"
"10239","CCL5","TAS2R7","ppi_lr_go","ppi_prediction_go"
"10240","CCL5","TAS2R4","ppi_lr_go","ppi_prediction_go"
"10241","CCL5","TAS2R3","ppi_lr_go","ppi_prediction_go"
"10242","CCL5","TAS2R1","ppi_lr_go","ppi_prediction_go"
"10243","CCL5","GABBR1","ppi_lr_go","ppi_prediction_go"
"10244","CCL5","LPAR3","ppi_lr_go","ppi_prediction_go"
"10245","CCL5","GPR55","ppi_lr_go","ppi_prediction_go"
"10246","EDN3","CHRM3","ppi_lr_go","ppi_prediction_go"
"10247","EDN3","TBXA2R","ppi_lr_go","ppi_prediction_go"
"10248","EDN3","ADRA1D","ppi_lr_go","ppi_prediction_go"
"10249","EDN3","PTAFR","ppi_lr_go","ppi_prediction_go"
"10250","EDN3","PTGER1","ppi_lr_go","ppi_prediction_go"
"10251","EDN3","ADRA1A","ppi_lr_go","ppi_prediction_go"
"10252","EDN3","ADRA1B","ppi_lr_go","ppi_prediction_go"
"10253","EDN3","CASR","ppi_lr_go","ppi_prediction_go"
"10254","EDN3","P2RY2","ppi_lr_go","ppi_prediction_go"
"10255","EDN3","GRM5","ppi_lr_go","ppi_prediction_go"
"10256","EDN3","PTGFR","ppi_lr_go","ppi_prediction_go"
"10257","EDN3","LPAR6","ppi_lr_go","ppi_prediction_go"
"10258","EDN3","GPR4","ppi_lr_go","ppi_prediction_go"
"10259","EDN3","P2RY1","ppi_lr_go","ppi_prediction_go"
"10260","EDN3","GRM1","ppi_lr_go","ppi_prediction_go"
"10261","EDN3","GPR17","ppi_lr_go","ppi_prediction_go"
"10262","EDN3","P2RY6","ppi_lr_go","ppi_prediction_go"
"10263","EDN3","LTB4R","ppi_lr_go","ppi_prediction_go"
"10264","EDN3","GPR68","ppi_lr_go","ppi_prediction_go"
"10265","EDN3","GPRC6A","ppi_lr_go","ppi_prediction_go"
"10266","EDN3","GPR65","ppi_lr_go","ppi_prediction_go"
"10267","EDN3","LPAR5","ppi_lr_go","ppi_prediction_go"
"10268","EDN3","LTB4R2","ppi_lr_go","ppi_prediction_go"
"10269","EDN3","CYSLTR2","ppi_lr_go","ppi_prediction_go"
"10270","EDN3","LPAR3","ppi_lr_go","ppi_prediction_go"
"10271","EDN3","OPN4","ppi_lr_go","ppi_prediction_go"
"10272","EDN3","GPR132","ppi_lr_go","ppi_prediction_go"
"10273","EDN3","CYSLTR1","ppi_lr_go","ppi_prediction_go"
"10274","AREG","GRIA1","ppi_lr_go","ppi_prediction_go"
"10275","VEGFA","GRIN2B","ppi_lr_go","ppi_prediction_go"
"10276","VEGFA","PTK2B","ppi_lr_go","ppi_prediction_go"
"10277","VEGFA","LYVE1","ppi_lr_go","ppi_prediction_go"
"10278","LGALS3","PTPRZ1","ppi_lr_go","ppi_prediction_go"
"10279","LGALS3","FCGR2B","ppi_lr_go","ppi_prediction_go"
"10280","LGALS3","FLT4","ppi_lr_go","ppi_prediction_go"
"10281","LGALS3","TGFBR2","ppi_lr_go","ppi_prediction_go"
"10282","LGALS3","PTPRK","ppi_lr_go","ppi_prediction_go"
"10283","LGALS3","SLC1A5","ppi_lr_go","ppi_prediction_go"
"10284","LGALS3","COLEC12","ppi_lr_go","ppi_prediction_go"
"10285","LGALS3","SCARA3","ppi_lr_go","ppi_prediction_go"
"10286","LGALS3","RTN4RL2","ppi_lr_go","ppi_prediction_go"
"10287","LGALS3","LPAR1","ppi_lr_go","ppi_prediction_go"
"10288","LGALS3","CLEC7A","ppi_lr_go","ppi_prediction_go"
"10289","LGALS3","P2RY12","ppi_lr_go","ppi_prediction_go"
"10290","LGALS3","GPR35","ppi_lr_go","ppi_prediction_go"
"10291","LGALS3","MRC2","ppi_lr_go","ppi_prediction_go"
"10292","LGALS3","GPR52","ppi_lr_go","ppi_prediction_go"
"10293","LGALS3","GPR55","ppi_lr_go","ppi_prediction_go"
"10294","ADCYAP1","DRD1","ppi_lr_go","ppi_prediction_go"
"10295","ADCYAP1","DRD5","ppi_lr_go","ppi_prediction_go"
"10296","ADCYAP1","ADORA2A","ppi_lr_go","ppi_prediction_go"
"10297","ADCYAP1","ADORA2B","ppi_lr_go","ppi_prediction_go"
"10298","ADCYAP1","PTGER4","ppi_lr_go","ppi_prediction_go"
"10299","ADCYAP1","PTGER2","ppi_lr_go","ppi_prediction_go"
"10300","ADCYAP1","PTGIR","ppi_lr_go","ppi_prediction_go"
"10301","ADCYAP1","GPR15","ppi_lr_go","ppi_prediction_go"
"10302","ADCYAP1","PTGDR","ppi_lr_go","ppi_prediction_go"
"10303","ADCYAP1","GPR176","ppi_lr_go","ppi_prediction_go"
"10304","ADCYAP1","GPR150","ppi_lr_go","ppi_prediction_go"
"10305","ADCYAP1","GPBAR1","ppi_lr_go","ppi_prediction_go"
"10306","ADCYAP1","TAAR1","ppi_lr_go","ppi_prediction_go"
"10307","ADCYAP1","GPR20","ppi_lr_go","ppi_prediction_go"
"10308","ADCYAP1","GPR84","ppi_lr_go","ppi_prediction_go"
"10309","ADCYAP1","GPR27","ppi_lr_go","ppi_prediction_go"
"10310","ADCYAP1","GPR83","ppi_lr_go","ppi_prediction_go"
"10311","ADCYAP1","GPR45","ppi_lr_go","ppi_prediction_go"
"10312","CXCL2","S1PR1","ppi_lr_go","ppi_prediction_go"
"10313","CXCL2","CNR1","ppi_lr_go","ppi_prediction_go"
"10314","CXCL2","DRD4","ppi_lr_go","ppi_prediction_go"
"10315","CXCL2","ADORA1","ppi_lr_go","ppi_prediction_go"
