,ID,community,CPDB,NicheNet
403,NTF3_NGFR,True,True,True
404,CXCL3_SSTR5,False,False,True
405,NPFF_FFAR3,False,False,True
406,GNRH1_GRM1,False,False,True
407,CXCL5_GRM4,False,False,True
408,PMCH_CHRM5,False,False,True
409,EDN2_NPFFR2,False,False,True
410,IAPP_MC5R,False,False,True
411,VEGFC_CCBE1,True,False,False
412,PLG_PLGRKT,True,False,False
413,PROK1_PROKR1,True,True,True
414,CXCL12_S1PR4,False,False,True
415,POMC_DRD2,False,False,True
416,CCL28_TAS2R13,False,False,True
417,CCL27_SSTR5,False,False,True
418,SOST_WNT3,True,False,False
419,CRH_TSHR,True,False,True
420,PRLR_EMC1,True,False,False
421,VIP_PTGER2,False,False,True
422,SST_GRM7,True,False,True
423,HLA-DRB3_LAG3,True,False,False
424,CXCL6_FPR1,False,False,True
425,SLURP2_CHRNG,True,False,False
426,SFRP4_WNT1,True,True,False
427,PMCH_NPFFR2,False,False,True
428,AIMP1_AMOT,False,False,True
429,GDF11_ANTXR1,True,True,True
430,FLT3LG_FLT3,True,True,True
431,RLN1_ADCYAP1R1,False,False,True
432,RSPO2_LGR6,True,True,True
433,COL4A6_CD47,True,False,False
434,LAMA2_ITGA3,True,False,False
435,WNT16_WIF1,False,True,False
436,GNAI2_S1PR3,True,False,False
437,LAMC2_SV2A,True,False,False
438,CALM1_HMMR,True,False,True
439,NMB_F2RL2,False,False,True
440,CTSG_VCAM1,False,False,True
441,CALR_LRP5,False,False,True
442,PDYN_TAS2R41,False,False,True
443,NBL1_BMP6,True,False,False
444,COL18A1_ITGB3,True,False,True
445,GAL_TAS2R7,False,False,True
446,NRG1_SIGLEC7,True,False,False
447,CCL25_PTGDR2,False,False,True
448,ESR1_CAV1,True,False,False
449,COPA_PDGFRB,False,False,True
450,KISS1_QRFPR,False,False,True
451,BMP8B_ACVRL1,True,False,False
452,CXCL16_HCAR1,False,False,True
453,TRO_CFTR,False,False,True
454,ULBP1_KLRK1,True,False,False
455,APP_LPAR1,False,False,True
456,POMC_HRH3,False,False,True
457,PROK1_F2RL2,False,False,True
458,VWF_ITGA4,True,False,False
459,NMU_F2RL3,False,False,True
460,GCG_RAMP1,False,False,True
461,AVP_FZD4,False,False,True
462,GSTP1_VCAM1,False,False,True
463,CHGB_FGFR3,False,False,True
464,PPY_HRH3,False,False,True
465,IFNGR2_EPOR,True,False,False
466,TSHB_TAAR1,False,False,True
467,COL6A3_ITGA3,True,False,False
468,CORT_GRM4,False,False,True
469,JAM3_F2RL2,False,False,True
470,AFDN_NECTIN1,True,False,False
471,GDF11_ACVR1B,True,True,True
472,CNTN2_CNTNAP2,True,False,True
473,GPC4_FGFRL1,True,False,False
474,INS_LRP2,True,False,True
475,NRG1_ERBB2,True,False,True
476,CD4_NCR1,True,False,False
477,GDF2_ACVR2A,True,True,True
478,LGALS3_CD6,False,False,True
479,UBC_ADRB2,True,False,False
480,RSPO4_WNT6,True,False,False
481,HDC_HRH4,True,True,True
482,SHH_PTCH2,True,True,True
483,CCL20_TAS2R31,False,False,True
484,SERPING1_LRP1,True,False,True
485,GHRL_ADRA1A,False,False,True
486,DSG1_GRIN1,False,False,True
487,PMCH_TAS2R10,False,False,True
488,TAC1_NTSR1,False,False,True
489,CCN1_TLR4,True,False,False
490,APOA1_SDC4,False,False,True
491,GAL_GPR151,True,True,True
492,NTS_QRFPR,False,False,True
493,UTS2B_FFAR2,False,False,True
494,PORCN_WNT3,True,False,False
495,NPY_MCHR1,False,False,True
496,IL9_DLK1,True,False,False
497,EFNB3_EPHB6,True,True,True
498,NTS_HTR2A,False,False,True
499,FSHB_RAMP2,True,False,True
500,IL16_KCND2,True,False,False
501,PPY_TAS2R1,False,False,True
502,PENK_BDKRB2,False,False,True
503,NRG1_MS4A4A,True,True,False
504,CSPG4_ITGB1,False,True,False
505,EFNA5_EPHA7,True,True,True
506,APLN_DRD2,False,False,True
507,WNT2B_LRP5,True,True,False
508,BMP10_ENG,True,False,False
509,LTA4H_LTB4R2,False,True,False
510,CXCL3_CXCR3,False,False,True
511,ASMT_MTNR1B,False,True,False
512,NPY_TAS2R16,False,False,True
513,NMS_GHSR,False,False,True
514,CXCL5_ADRA2A,True,False,True
515,PMCH_ADORA1,False,False,True
516,IL24_NOTCH2,True,True,True
517,CXCL9_GRM7,True,False,True
518,NMS_CCR6,False,False,True
519,CCL20_HRH3,False,False,True
520,CXCL8_MTNR1A,True,False,False
521,IFNAR2_ERBB3,True,False,False
522,HCRT_HCRTR1,True,True,True
523,NBL1_BMP8A,True,False,False
524,AGT_GRM6,False,False,True
525,IL17C_IL17RE,True,True,True
526,PON2_HTR2A,True,False,False
527,GNRH1_P2RY1,False,False,True
528,CCL3L1_CCR3,True,True,False
529,WNT2_FZD9,True,True,True
530,APOB_SCARB1,False,False,True
531,GNRH1_CCKBR,False,False,True
532,PGF_NRP1,True,True,True
533,WNT3A_SFRP4,False,True,True
534,GAL_CCR3,False,False,True
535,SST_GABBR2,False,False,True
536,SAA1_HTR2C,False,False,True
537,CHRD_BMP4,True,False,False
538,ANXA1_GRPR,False,False,True
539,FAM3C_FFAR2,True,True,False
540,SEMA3F_NRP2,True,True,True
541,NTS_GNRHR,False,False,True
542,CGA_GPR176,False,False,True
543,CGN_OCLN,True,False,False
544,S100A9_AGER,True,False,False
545,PROK1_NPSR1,False,False,True
546,QRFP_LPAR1,False,False,True
547,NTS_KISS1R,False,False,True
548,PNOC_CNR2,False,False,True
549,ZYX_ENG,True,False,False
550,CATSPER3_CATSPERD,False,True,False
551,PDYN_CCR8,False,False,True
552,PTGS2_EGFR,False,False,True
553,INSL3_RXFP4,True,False,False
554,INSL3_RXFP2,True,True,True
555,LAMA1_SV2C,True,False,False
556,CD274_CD80,False,True,True
557,NPTN_GABRB2,False,False,True
558,CXCL13_LPAR3,False,False,True
559,CXCL10_P2RY13,False,False,True
560,CCL20_P2RY13,False,False,True
561,IGFBP2_IGF1,True,False,False
562,RSPO1_WNT10B,True,False,False
563,KRTAP4-12_PDGFRB,True,False,False
564,SULT1E1_PPARG,False,True,False
565,PENK_HCAR1,False,False,True
566,AXL_VSIG10L,True,False,False
567,GRP_FAP,True,False,False
568,TDGF1_GPC1,True,False,True
569,LHB_SCTR,False,False,True
570,CXCL9_CASR,False,False,True
571,GHRL_P2RY10,False,False,True
572,TAC1_AVPR1A,False,False,True
573,PYY_TAS2R13,False,False,True
574,CXCL9_TAS2R4,False,False,True
575,CXCL12_P2RY12,False,False,True
576,CD320_TMEM167A,True,False,False
577,EBI3_IL27RA,True,True,True
578,SFRP5_WNT2,True,True,False
579,NRG1_GPC1,True,False,True
580,SST_NPY4R,False,False,True
581,EFNA5_EPHB4,False,False,True
582,FCER2_ITGB2,False,True,False
583,PF4_OPRL1,False,False,True
584,ADAM10_TSPAN10,True,False,False
585,CXCL12_TAS2R38,False,False,True
586,CD1B_IL6ST,True,False,False
587,GHRH_ADRB3,True,False,True
588,ADAM2_CD9,True,False,False
589,UTS2B_GHSR,False,False,True
590,ARF1_CD44,False,False,True
591,THBS3_ITGB1,True,False,False
592,CXCL3_DRD3,False,False,True
593,PTH2_HTR4,False,False,True
594,GAL_TAS2R4,False,False,True
595,F8_ASGR2,True,False,False
596,FGF2_SDC3,True,False,True
597,TNFRSF8_DSCAM,True,False,False
598,GCG_UTS2R,False,False,True
599,BDNF_BEX3,True,False,False
600,TNF_FFAR2,True,True,False
601,ANXA1_GHSR,False,False,True
602,F8_LRP1,True,False,True
603,CCL28_SSTR2,False,False,True
604,SPN_SELE,False,False,True
605,ICAM1_CSF2RB,False,False,True
606,CXCL2_P2RY4,False,False,True
607,PF4_LDLR,True,False,True
608,PF4_HRH4,False,False,True
609,GNAS_ADRB2,True,False,False
